obs,period,date,year,month,height_live,epoch,locality,site,bar,station,treatment,strata,gear
27452,24,12/20/2021,2021,12,35,3,LT,I,16,LTI16,control,N_NA,transect
27453,24,12/20/2021,2021,12,22,3,LT,I,16,LTI16,control,N_NA,transect
27454,24,12/20/2021,2021,12,70,3,LT,I,16,LTI16,control,N_NA,transect
27455,24,12/20/2021,2021,12,17,3,LT,I,16,LTI16,control,N_NA,transect
27456,24,12/20/2021,2021,12,51,3,LT,I,16,LTI16,control,N_NA,transect
27457,24,12/20/2021,2021,12,17,3,LT,I,16,LTI16,control,N_NA,transect
27458,24,12/20/2021,2021,12,53,3,LT,I,16,LTI16,control,N_NA,transect
27459,24,12/20/2021,2021,12,20,3,LT,I,16,LTI16,control,N_NA,transect
27460,24,12/20/2021,2021,12,51,3,BT,I,3,BTI3,control,N_NA,transect
27461,24,12/20/2021,2021,12,46,3,BT,I,3,BTI3,control,N_NA,transect
27462,24,12/20/2021,2021,12,63,3,BT,I,3,BTI3,control,N_NA,transect
27463,24,12/20/2021,2021,12,57,3,BT,I,3,BTI3,control,N_NA,transect
27464,24,12/20/2021,2021,12,49,3,BT,I,3,BTI3,control,N_NA,transect
27465,24,12/20/2021,2021,12,43,3,BT,I,3,BTI3,control,N_NA,transect
27466,24,12/20/2021,2021,12,44,3,BT,I,3,BTI3,control,N_NA,transect
27467,24,12/20/2021,2021,12,25,3,BT,I,3,BTI3,control,N_NA,transect
27468,24,12/20/2021,2021,12,41,3,BT,I,3,BTI3,control,N_NA,transect
27469,24,12/20/2021,2021,12,39,3,BT,I,3,BTI3,control,N_NA,transect
27470,24,12/20/2021,2021,12,25,3,BT,I,3,BTI3,control,N_NA,transect
27471,24,12/20/2021,2021,12,27,3,BT,I,3,BTI3,control,N_NA,transect
27472,24,12/20/2021,2021,12,51,3,BT,I,3,BTI3,control,N_NA,transect
27473,24,12/20/2021,2021,12,37,3,BT,I,3,BTI3,control,N_NA,transect
27474,24,12/20/2021,2021,12,38,3,BT,I,3,BTI3,control,N_NA,transect
27475,24,12/20/2021,2021,12,49,3,BT,I,3,BTI3,control,N_NA,transect
27476,24,12/20/2021,2021,12,31,3,BT,I,3,BTI3,control,N_NA,transect
27477,24,12/20/2021,2021,12,39,3,BT,I,3,BTI3,control,N_NA,transect
27478,24,12/20/2021,2021,12,23,3,BT,I,3,BTI3,control,N_NA,transect
27479,24,12/20/2021,2021,12,32,3,BT,I,3,BTI3,control,N_NA,transect
27480,24,12/20/2021,2021,12,37,3,BT,I,3,BTI3,control,N_NA,transect
27481,24,12/20/2021,2021,12,31,3,BT,I,3,BTI3,control,N_NA,transect
27482,24,12/20/2021,2021,12,35,3,BT,I,3,BTI3,control,N_NA,transect
27483,24,12/20/2021,2021,12,52,3,BT,I,3,BTI3,control,N_NA,transect
27484,24,12/20/2021,2021,12,55,3,BT,I,3,BTI3,control,N_NA,transect
27485,24,12/20/2021,2021,12,22,3,BT,I,3,BTI3,control,N_NA,transect
27486,24,12/20/2021,2021,12,51,3,BT,I,3,BTI3,control,N_NA,transect
27487,24,12/20/2021,2021,12,34,3,BT,I,3,BTI3,control,N_NA,transect
27488,24,12/20/2021,2021,12,40,3,BT,I,3,BTI3,control,N_NA,transect
27489,24,12/20/2021,2021,12,31,3,BT,I,3,BTI3,control,N_NA,transect
27490,24,12/20/2021,2021,12,48,3,BT,I,10,BTI10,control,N_NA,transect
27491,24,12/20/2021,2021,12,26,3,BT,I,10,BTI10,control,N_NA,transect
27492,24,12/20/2021,2021,12,39,3,BT,I,10,BTI10,control,N_NA,transect
27493,24,12/20/2021,2021,12,43,3,BT,I,10,BTI10,control,N_NA,transect
27494,24,12/20/2021,2021,12,41,3,BT,I,10,BTI10,control,N_NA,transect
27495,24,12/20/2021,2021,12,49,3,BT,I,10,BTI10,control,N_NA,transect
27496,24,12/20/2021,2021,12,56,3,BT,I,10,BTI10,control,N_NA,transect
27497,24,12/20/2021,2021,12,18,3,BT,I,10,BTI10,control,N_NA,transect
27498,24,12/20/2021,2021,12,37,3,BT,I,10,BTI10,control,N_NA,transect
27499,24,12/20/2021,2021,12,68,3,BT,I,10,BTI10,control,N_NA,transect
27500,24,12/20/2021,2021,12,38,3,BT,I,10,BTI10,control,N_NA,transect
27501,24,12/20/2021,2021,12,57,3,BT,I,10,BTI10,control,N_NA,transect
27502,24,12/20/2021,2021,12,36,3,BT,I,10,BTI10,control,N_NA,transect
27503,24,12/20/2021,2021,12,59,3,BT,I,10,BTI10,control,N_NA,transect
27504,24,12/20/2021,2021,12,48,3,BT,I,10,BTI10,control,N_NA,transect
27505,24,12/20/2021,2021,12,33,3,BT,I,10,BTI10,control,N_NA,transect
27506,24,12/20/2021,2021,12,52,3,BT,I,10,BTI10,control,N_NA,transect
27507,24,12/20/2021,2021,12,56,3,BT,I,10,BTI10,control,N_NA,transect
27508,24,12/20/2021,2021,12,54,3,BT,I,10,BTI10,control,N_NA,transect
27509,24,12/20/2021,2021,12,50,3,BT,I,10,BTI10,control,N_NA,transect
27510,24,12/20/2021,2021,12,41,3,BT,I,10,BTI10,control,N_NA,transect
27511,24,12/20/2021,2021,12,64,3,BT,I,10,BTI10,control,N_NA,transect
27512,24,12/20/2021,2021,12,55,3,BT,I,10,BTI10,control,N_NA,transect
27513,24,12/20/2021,2021,12,32,3,BT,I,10,BTI10,control,N_NA,transect
27514,24,12/20/2021,2021,12,53,3,BT,I,10,BTI10,control,N_NA,transect
27515,24,12/20/2021,2021,12,57,3,BT,I,10,BTI10,control,N_NA,transect
27516,24,12/20/2021,2021,12,49,3,BT,I,10,BTI10,control,N_NA,transect
27517,24,12/20/2021,2021,12,44,3,BT,I,10,BTI10,control,N_NA,transect
27518,24,12/20/2021,2021,12,43,3,BT,I,10,BTI10,control,N_NA,transect
27519,24,12/20/2021,2021,12,54,3,BT,I,10,BTI10,control,N_NA,transect
27520,24,12/20/2021,2021,12,53,3,NN,I,1,NNI1,control,N_NA,transect
27521,24,12/20/2021,2021,12,65,3,NN,I,1,NNI1,control,N_NA,transect
27522,24,12/20/2021,2021,12,43,3,NN,I,1,NNI1,control,N_NA,transect
27523,24,12/20/2021,2021,12,60,3,NN,I,1,NNI1,control,N_NA,transect
27524,24,12/20/2021,2021,12,53,3,NN,I,1,NNI1,control,N_NA,transect
27525,24,12/20/2021,2021,12,54,3,NN,I,1,NNI1,control,N_NA,transect
27526,24,12/20/2021,2021,12,21,3,NN,I,1,NNI1,control,N_NA,transect
27527,24,12/20/2021,2021,12,55,3,NN,I,1,NNI1,control,N_NA,transect
27528,24,12/20/2021,2021,12,53,3,NN,I,1,NNI1,control,N_NA,transect
27529,24,12/20/2021,2021,12,41,3,NN,I,1,NNI1,control,N_NA,transect
27530,24,12/20/2021,2021,12,27,3,NN,I,1,NNI1,control,N_NA,transect
27531,24,12/20/2021,2021,12,35,3,NN,I,1,NNI1,control,N_NA,transect
27532,24,12/20/2021,2021,12,54,3,NN,I,1,NNI1,control,N_NA,transect
27533,24,12/20/2021,2021,12,35,3,NN,I,1,NNI1,control,N_NA,transect
27534,24,12/20/2021,2021,12,67,3,NN,I,1,NNI1,control,N_NA,transect
27535,24,12/20/2021,2021,12,19,3,NN,I,1,NNI1,control,N_NA,transect
27536,24,12/20/2021,2021,12,50,3,NN,I,1,NNI1,control,N_NA,transect
27537,24,12/20/2021,2021,12,47,3,NN,I,1,NNI1,control,N_NA,transect
27538,24,12/20/2021,2021,12,23,3,NN,I,1,NNI1,control,N_NA,transect
27539,24,12/20/2021,2021,12,62,3,NN,I,1,NNI1,control,N_NA,transect
27540,24,12/20/2021,2021,12,20,3,NN,I,1,NNI1,control,N_NA,transect
27541,24,12/20/2021,2021,12,58,3,NN,I,1,NNI1,control,N_NA,transect
27542,24,12/20/2021,2021,12,34,3,NN,I,1,NNI1,control,N_NA,transect
27543,24,12/20/2021,2021,12,34,3,NN,I,1,NNI1,control,N_NA,transect
27544,24,12/20/2021,2021,12,43,3,NN,I,1,NNI1,control,N_NA,transect
27545,24,12/20/2021,2021,12,55,3,NN,I,1,NNI1,control,N_NA,transect
27546,24,12/20/2021,2021,12,67,3,NN,I,1,NNI1,control,N_NA,transect
27547,24,12/20/2021,2021,12,50,3,NN,I,1,NNI1,control,N_NA,transect
27548,24,12/20/2021,2021,12,63,3,NN,I,1,NNI1,control,N_NA,transect
27549,24,12/20/2021,2021,12,50,3,NN,I,1,NNI1,control,N_NA,transect
27550,24,12/20/2021,2021,12,57,3,BT,I,4,BTI4,control,N_NA,transect
27551,24,12/20/2021,2021,12,39,3,BT,I,4,BTI4,control,N_NA,transect
27552,24,12/20/2021,2021,12,44,3,BT,I,4,BTI4,control,N_NA,transect
27553,24,12/20/2021,2021,12,43,3,BT,I,4,BTI4,control,N_NA,transect
27554,24,12/20/2021,2021,12,11,3,BT,I,4,BTI4,control,N_NA,transect
27555,24,12/20/2021,2021,12,45,3,BT,I,4,BTI4,control,N_NA,transect
27556,24,12/20/2021,2021,12,49,3,BT,I,4,BTI4,control,N_NA,transect
27557,24,12/20/2021,2021,12,33,3,BT,I,4,BTI4,control,N_NA,transect
27558,24,12/20/2021,2021,12,56,3,BT,I,4,BTI4,control,N_NA,transect
27559,24,12/20/2021,2021,12,50,3,BT,I,4,BTI4,control,N_NA,transect
27560,24,12/20/2021,2021,12,64,3,BT,I,4,BTI4,control,N_NA,transect
27561,24,12/20/2021,2021,12,57,3,BT,I,4,BTI4,control,N_NA,transect
27562,24,12/20/2021,2021,12,37,3,BT,I,4,BTI4,control,N_NA,transect
27563,24,12/20/2021,2021,12,51,3,BT,I,4,BTI4,control,N_NA,transect
27564,24,12/20/2021,2021,12,22,3,BT,I,4,BTI4,control,N_NA,transect
27565,24,12/20/2021,2021,12,34,3,BT,I,4,BTI4,control,N_NA,transect
27566,24,12/20/2021,2021,12,63,3,BT,I,4,BTI4,control,N_NA,transect
27567,24,12/20/2021,2021,12,44,3,BT,I,4,BTI4,control,N_NA,transect
27568,24,12/20/2021,2021,12,45,3,BT,I,4,BTI4,control,N_NA,transect
27569,24,12/20/2021,2021,12,28,3,BT,I,4,BTI4,control,N_NA,transect
27570,24,12/20/2021,2021,12,29,3,BT,I,4,BTI4,control,N_NA,transect
27571,24,12/20/2021,2021,12,16,3,BT,I,4,BTI4,control,N_NA,transect
27572,24,12/20/2021,2021,12,64,3,BT,I,4,BTI4,control,N_NA,transect
27573,24,12/20/2021,2021,12,48,3,BT,I,4,BTI4,control,N_NA,transect
27574,24,12/20/2021,2021,12,57,3,BT,I,4,BTI4,control,N_NA,transect
27575,24,12/20/2021,2021,12,22,3,BT,I,4,BTI4,control,N_NA,transect
27576,24,12/20/2021,2021,12,54,3,BT,I,4,BTI4,control,N_NA,transect
27577,24,12/20/2021,2021,12,62,3,BT,I,4,BTI4,control,N_NA,transect
27578,24,12/20/2021,2021,12,50,3,BT,I,4,BTI4,control,N_NA,transect
27579,24,12/20/2021,2021,12,42,3,BT,I,4,BTI4,control,N_NA,transect
27580,24,12/22/2021,2021,12,62,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27581,24,12/22/2021,2021,12,19,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27582,24,12/22/2021,2021,12,15,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27583,24,12/22/2021,2021,12,55,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27584,24,12/22/2021,2021,12,31,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27585,24,12/22/2021,2021,12,23,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27586,24,12/22/2021,2021,12,44,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27587,24,12/22/2021,2021,12,39,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27588,24,12/22/2021,2021,12,11,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27589,24,12/22/2021,2021,12,10,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27590,24,12/22/2021,2021,12,33,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27591,24,12/22/2021,2021,12,29,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27592,24,12/22/2021,2021,12,42,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27593,24,12/22/2021,2021,12,16,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27594,24,12/22/2021,2021,12,17,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27595,24,12/22/2021,2021,12,28,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27596,24,12/22/2021,2021,12,31,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27597,24,12/22/2021,2021,12,20,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27598,24,12/22/2021,2021,12,30,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27599,24,12/22/2021,2021,12,44,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27600,24,12/22/2021,2021,12,22,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27601,24,12/22/2021,2021,12,46,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27602,24,12/22/2021,2021,12,73,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27603,24,12/22/2021,2021,12,21,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27604,24,12/22/2021,2021,12,13,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27605,24,12/22/2021,2021,12,22,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27606,24,12/22/2021,2021,12,29,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27607,24,12/22/2021,2021,12,10,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27608,24,12/22/2021,2021,12,24,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27609,24,12/22/2021,2021,12,25,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27610,24,12/22/2021,2021,12,21,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27611,24,12/22/2021,2021,12,43,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27612,24,12/22/2021,2021,12,18,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27613,24,12/22/2021,2021,12,42,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27614,24,12/22/2021,2021,12,59,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27615,24,12/22/2021,2021,12,19,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27616,24,12/22/2021,2021,12,40,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27617,24,12/22/2021,2021,12,14,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27618,24,12/22/2021,2021,12,44,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27619,24,12/22/2021,2021,12,49,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27620,24,12/22/2021,2021,12,17,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27621,24,12/22/2021,2021,12,16,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27622,24,12/22/2021,2021,12,12,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27623,24,12/22/2021,2021,12,13,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27624,24,12/22/2021,2021,12,18,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27625,24,12/22/2021,2021,12,14,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27626,24,12/22/2021,2021,12,12,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27627,24,12/22/2021,2021,12,13,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27628,24,12/22/2021,2021,12,26,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27629,24,12/22/2021,2021,12,19,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27630,24,12/22/2021,2021,12,18,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27631,24,12/22/2021,2021,12,43,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27632,24,12/22/2021,2021,12,47,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27633,24,12/22/2021,2021,12,41,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27634,24,12/22/2021,2021,12,26,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27635,24,12/22/2021,2021,12,15,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27636,24,12/22/2021,2021,12,14,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27637,24,12/22/2021,2021,12,10,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27638,24,12/22/2021,2021,12,11,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27639,24,12/22/2021,2021,12,12,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27640,24,12/22/2021,2021,12,13,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27641,24,12/22/2021,2021,12,19,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27642,24,12/22/2021,2021,12,41,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27643,24,12/22/2021,2021,12,18,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27644,24,12/22/2021,2021,12,22,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27645,24,12/22/2021,2021,12,22,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27646,24,12/22/2021,2021,12,26,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27647,24,12/22/2021,2021,12,39,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27648,24,12/22/2021,2021,12,22,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27649,24,12/22/2021,2021,12,34,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27650,24,12/22/2021,2021,12,25,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27651,24,12/22/2021,2021,12,30,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27652,24,12/22/2021,2021,12,44,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27653,24,12/22/2021,2021,12,29,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27654,24,12/22/2021,2021,12,23,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27655,24,12/22/2021,2021,12,30,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27656,24,12/22/2021,2021,12,29,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27657,24,12/22/2021,2021,12,25,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27658,24,12/22/2021,2021,12,28,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27659,24,12/22/2021,2021,12,24,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27660,24,12/22/2021,2021,12,37,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27661,24,12/22/2021,2021,12,23,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27662,24,12/22/2021,2021,12,25,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27663,24,12/22/2021,2021,12,19,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27664,24,12/22/2021,2021,12,29,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27665,24,12/22/2021,2021,12,32,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27666,24,12/22/2021,2021,12,32,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27667,24,12/22/2021,2021,12,24,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27668,24,12/22/2021,2021,12,29,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27669,24,12/22/2021,2021,12,50,3,LC,O,9B,LCO9B,rocks,N_LG,transect
27670,24,12/22/2021,2021,12,36,3,LC,O,17,LCO17,rocks,N_LG,transect
27671,24,12/22/2021,2021,12,42,3,LC,O,17,LCO17,rocks,N_LG,transect
27672,24,12/22/2021,2021,12,10,3,LC,O,17,LCO17,rocks,N_LG,transect
27673,24,12/22/2021,2021,12,29,3,LC,O,17,LCO17,rocks,N_LG,transect
27674,24,12/22/2021,2021,12,16,3,LC,O,17,LCO17,rocks,N_LG,transect
27675,24,12/22/2021,2021,12,20,3,LC,O,17,LCO17,rocks,N_LG,transect
27676,24,12/22/2021,2021,12,24,3,LC,O,17,LCO17,rocks,N_LG,transect
27677,24,12/22/2021,2021,12,44,3,LC,O,17,LCO17,rocks,N_LG,transect
27678,24,12/22/2021,2021,12,19,3,LC,O,17,LCO17,rocks,N_LG,transect
27679,24,12/22/2021,2021,12,13,3,LC,O,17,LCO17,rocks,N_LG,transect
27680,24,12/22/2021,2021,12,18,3,LC,O,17,LCO17,rocks,N_LG,transect
27681,24,12/22/2021,2021,12,26,3,LC,O,17,LCO17,rocks,N_LG,transect
27682,24,12/22/2021,2021,12,29,3,LC,O,17,LCO17,rocks,N_LG,transect
27683,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27684,24,12/22/2021,2021,12,21,3,LC,O,17,LCO17,rocks,N_LG,transect
27685,24,12/22/2021,2021,12,11,3,LC,O,17,LCO17,rocks,N_LG,transect
27686,24,12/22/2021,2021,12,36,3,LC,O,17,LCO17,rocks,N_LG,transect
27687,24,12/22/2021,2021,12,15,3,LC,O,17,LCO17,rocks,N_LG,transect
27688,24,12/22/2021,2021,12,16,3,LC,O,17,LCO17,rocks,N_LG,transect
27689,24,12/22/2021,2021,12,39,3,LC,O,17,LCO17,rocks,N_LG,transect
27690,24,12/22/2021,2021,12,20,3,LC,O,17,LCO17,rocks,N_LG,transect
27691,24,12/22/2021,2021,12,17,3,LC,O,17,LCO17,rocks,N_LG,transect
27692,24,12/22/2021,2021,12,44,3,LC,O,17,LCO17,rocks,N_LG,transect
27693,24,12/22/2021,2021,12,23,3,LC,O,17,LCO17,rocks,N_LG,transect
27694,24,12/22/2021,2021,12,20,3,LC,O,17,LCO17,rocks,N_LG,transect
27695,24,12/22/2021,2021,12,22,3,LC,O,17,LCO17,rocks,N_LG,transect
27696,24,12/22/2021,2021,12,28,3,LC,O,17,LCO17,rocks,N_LG,transect
27697,24,12/22/2021,2021,12,64,3,LC,O,17,LCO17,rocks,N_LG,transect
27698,24,12/22/2021,2021,12,56,3,LC,O,17,LCO17,rocks,N_LG,transect
27699,24,12/22/2021,2021,12,33,3,LC,O,17,LCO17,rocks,N_LG,transect
27700,24,12/22/2021,2021,12,37,3,LC,O,17,LCO17,rocks,N_LG,transect
27701,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27702,24,12/22/2021,2021,12,19,3,LC,O,17,LCO17,rocks,N_LG,transect
27703,24,12/22/2021,2021,12,32,3,LC,O,17,LCO17,rocks,N_LG,transect
27704,24,12/22/2021,2021,12,39,3,LC,O,17,LCO17,rocks,N_LG,transect
27705,24,12/22/2021,2021,12,21,3,LC,O,17,LCO17,rocks,N_LG,transect
27706,24,12/22/2021,2021,12,12,3,LC,O,17,LCO17,rocks,N_LG,transect
27707,24,12/22/2021,2021,12,19,3,LC,O,17,LCO17,rocks,N_LG,transect
27708,24,12/22/2021,2021,12,11,3,LC,O,17,LCO17,rocks,N_LG,transect
27709,24,12/22/2021,2021,12,31,3,LC,O,17,LCO17,rocks,N_LG,transect
27710,24,12/22/2021,2021,12,33,3,LC,O,17,LCO17,rocks,N_LG,transect
27711,24,12/22/2021,2021,12,35,3,LC,O,17,LCO17,rocks,N_LG,transect
27712,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27713,24,12/22/2021,2021,12,23,3,LC,O,17,LCO17,rocks,N_LG,transect
27714,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27715,24,12/22/2021,2021,12,24,3,LC,O,17,LCO17,rocks,N_LG,transect
27716,24,12/22/2021,2021,12,45,3,LC,O,17,LCO17,rocks,N_LG,transect
27717,24,12/22/2021,2021,12,39,3,LC,O,17,LCO17,rocks,N_LG,transect
27718,24,12/22/2021,2021,12,22,3,LC,O,17,LCO17,rocks,N_LG,transect
27719,24,12/22/2021,2021,12,29,3,LC,O,17,LCO17,rocks,N_LG,transect
27720,24,12/22/2021,2021,12,21,3,LC,O,17,LCO17,rocks,N_LG,transect
27721,24,12/22/2021,2021,12,30,3,LC,O,17,LCO17,rocks,N_LG,transect
27722,24,12/22/2021,2021,12,19,3,LC,O,17,LCO17,rocks,N_LG,transect
27723,24,12/22/2021,2021,12,33,3,LC,O,17,LCO17,rocks,N_LG,transect
27724,24,12/22/2021,2021,12,28,3,LC,O,17,LCO17,rocks,N_LG,transect
27725,24,12/22/2021,2021,12,37,3,LC,O,17,LCO17,rocks,N_LG,transect
27726,24,12/22/2021,2021,12,35,3,LC,O,17,LCO17,rocks,N_LG,transect
27727,24,12/22/2021,2021,12,61,3,LC,O,17,LCO17,rocks,N_LG,transect
27728,24,12/22/2021,2021,12,20,3,LC,O,17,LCO17,rocks,N_LG,transect
27729,24,12/22/2021,2021,12,19,3,LC,O,17,LCO17,rocks,N_LG,transect
27730,24,12/22/2021,2021,12,23,3,LC,O,17,LCO17,rocks,N_LG,transect
27731,24,12/22/2021,2021,12,22,3,LC,O,17,LCO17,rocks,N_LG,transect
27732,24,12/22/2021,2021,12,19,3,LC,O,17,LCO17,rocks,N_LG,transect
27733,24,12/22/2021,2021,12,25,3,LC,O,17,LCO17,rocks,N_LG,transect
27734,24,12/22/2021,2021,12,20,3,LC,O,17,LCO17,rocks,N_LG,transect
27735,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27736,24,12/22/2021,2021,12,21,3,LC,O,17,LCO17,rocks,N_LG,transect
27737,24,12/22/2021,2021,12,20,3,LC,O,17,LCO17,rocks,N_LG,transect
27738,24,12/22/2021,2021,12,24,3,LC,O,17,LCO17,rocks,N_LG,transect
27739,24,12/22/2021,2021,12,31,3,LC,O,17,LCO17,rocks,N_LG,transect
27740,24,12/22/2021,2021,12,45,3,LC,O,17,LCO17,rocks,N_LG,transect
27741,24,12/22/2021,2021,12,29,3,LC,O,17,LCO17,rocks,N_LG,transect
27742,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27743,24,12/22/2021,2021,12,33,3,LC,O,17,LCO17,rocks,N_LG,transect
27744,24,12/22/2021,2021,12,26,3,LC,O,17,LCO17,rocks,N_LG,transect
27745,24,12/22/2021,2021,12,35,3,LC,O,17,LCO17,rocks,N_LG,transect
27746,24,12/22/2021,2021,12,30,3,LC,O,17,LCO17,rocks,N_LG,transect
27747,24,12/22/2021,2021,12,30,3,LC,O,17,LCO17,rocks,N_LG,transect
27748,24,12/22/2021,2021,12,52,3,LC,O,17,LCO17,rocks,N_LG,transect
27749,24,12/22/2021,2021,12,18,3,LC,O,17,LCO17,rocks,N_LG,transect
27750,24,12/22/2021,2021,12,16,3,LC,O,17,LCO17,rocks,N_LG,transect
27751,24,12/22/2021,2021,12,24,3,LC,O,17,LCO17,rocks,N_LG,transect
27752,24,12/22/2021,2021,12,29,3,LC,O,17,LCO17,rocks,N_LG,transect
27753,24,12/22/2021,2021,12,34,3,LC,O,17,LCO17,rocks,N_LG,transect
27754,24,12/22/2021,2021,12,36,3,LC,O,17,LCO17,rocks,N_LG,transect
27755,24,12/22/2021,2021,12,49,3,LC,O,17,LCO17,rocks,N_LG,transect
27756,24,12/22/2021,2021,12,22,3,LC,O,17,LCO17,rocks,N_LG,transect
27757,24,12/22/2021,2021,12,30,3,LC,O,17,LCO17,rocks,N_LG,transect
27758,24,12/22/2021,2021,12,44,3,LC,O,17,LCO17,rocks,N_LG,transect
27759,24,12/22/2021,2021,12,35,3,LC,O,17,LCO17,rocks,N_LG,transect
27760,24,12/22/2021,2021,12,52,3,LC,O,17,LCO17,rocks,N_LG,transect
27761,24,12/22/2021,2021,12,41,3,LC,O,17,LCO17,rocks,N_LG,transect
27762,24,12/22/2021,2021,12,37,3,LC,O,17,LCO17,rocks,N_LG,transect
